title,url,year,acta_number,section,part,source_type,publication_date,source_page_url,catalog_id,listing_status
Acta No 09 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-no-09-2024-sala-especializada-moleculas-nuevas,2024,09,SEMNNIMB,,official,2024-04-15,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-09-completa,listed
Acta No 10 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-10-2024-sala-especializada-moleculas-nuevas,2024,10,SEMNNIMB,,official,2024-04-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-10-completa,listed
Acta No 11 de 2024 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_20No._2011_20de_202024_20SEMNNIMB_20Primera_20Parte.pdf,2024,11,SEMNNIMB,,official,2024-04-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-11-completa,listed
Acta No 11 de 2024 SEMNNIMB Primera Parte,https://www.invima.gov.co/biblioteca/download/91144,2024,11,SEMNNIMB,Primera Parte,official,,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-11-primera-parte,unlisted
Acta No 12 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/122671,2024,12,SEMNNIMB,,official,2024-05-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-12-completa,listed
Acta No 13 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2013_20de_202024_20semnnimbpdf-1,2024,13,SEMNNIMB,,official,2024-05-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-13-completa,listed
Acta No 14 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/91158,2024,14,SEMNNIMB,,official,2024-06-12,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-14-completa,listed
Acta No 15 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/123360,2024,15,SEMNNIMB,,official,2024-06-12,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-15-completa,listed
Acta No 16 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-16-2024-sala-especializada-moleculas-nuevas,2024,16,SEMNNIMB,,official,2024-06-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-16-completa,listed
Acta No 17 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/124312,2024,17,SEMNNIMB,,official,2024-06-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-17-completa,listed
Acta No 18 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/145545,2024,18,SEMNNIMB,,official,2024-07-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-18-completa,listed
Acta No 19 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/145544,2024,19,SEMNNIMB,,official,2024-07-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-19-completa,listed
Acta No 20 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_no_20_de_2024_semnnimbpdf,2024,20,SEMNNIMB,,official,2024-09-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-20-completa,listed
Acta No 21 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_no_21_de_2024_semnnimbpdf-1,2024,21,SEMNNIMB,,official,2024-10-04,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-21-completa,listed
Acta No 22 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/122615,2024,22,SEMNNIMB,,official,2024-11-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-22-completa,listed
Acta No 23 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/122552,2024,23,SEMNNIMB,,official,2024-11-18,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-23-completa,listed
Acta No 24 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_no_24_de_2024_semnnimb_1pdf,2024,24,SEMNNIMB,,official,2024-11-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-24-completa,listed
Acta No 25 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/123389,2024,25,SEMNNIMB,,official,2024-12-09,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-25-completa,listed
Acta No 26 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-26-2024-sala-especializada-medicamentos-biologicos,2024,26,SEMNNIMB,,official,2024-12-24,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-26-completa,listed
Acta No 27 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_no_27_de_2024_semnnimbpdf-1,2024,27,SEMNNIMB,,official,2024-12-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-27-completa,listed
Acta No 28 de 2024 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._28_de_2024_semnnimb.pdf,2024,28,SEMNNIMB,,official,2024-12-31,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2024-semnnimb-28-completa,listed
Acta No 01 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta_no_01_de_2025_sempb_primera_partepdf,2025,01,SEMPB,Primera Parte,official,2025-06-01,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-01-primera-parte,listed
Acta No 01 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta_no_01_de_2025_sempb_segunda_partepdf-1,2025,01,SEMPB,Segunda Parte,official,2025-03-19,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-01-segunda-parte,listed
Acta No 01 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta-no-01-2025-sempb-tercera-parte,2025,01,SEMPB,Tercera Parte,official,2025-04-01,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-01-tercera-parte,listed
Acta No 02 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta_no_02_de_2025_sempb_primera_parte_1pdf,2025,02,SEMPB,Primera Parte,official,2025-02-28,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-02-primera-parte,listed
Acta No 02 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/download/90761,2025,02,SEMPB,Segunda Parte,official,2025-04-07,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-02-segunda-parte,listed
Acta No 02 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta_no_02_de_2025_sempb_tercera_partepdf-1,2025,02,SEMPB,Tercera Parte,official,2025-04-07,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-02-tercera-parte,listed
Acta No 02 de 2025 SEMPB Cuarta Parte,https://www.invima.gov.co/biblioteca/download/90767,2025,02,SEMPB,Cuarta Parte,official,2025-05-06,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-02-cuarta-parte,listed
Acta No 03 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta_no_03_de_2025_sempb_primera_parte_1pdf,2025,03,SEMPB,Primera Parte,official,2025-03-21,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-03-primera-parte,listed
Acta No 03 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta_no_03_de_2025_sempb_segunda_partepdf-1,2025,03,SEMPB,Segunda Parte,official,2025-04-07,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-03-segunda-parte,listed
Acta No 03 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/download/123050,2025,03,SEMPB,Tercera Parte,official,2025-05-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-03-tercera-parte,listed
Acta No 04 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/90762,2025,04,SEMPB,Primera Parte,official,2025-05-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-04-primera-parte,listed
Acta No 04 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-no-04-2025-sempb-segunda-parte,2025,04,SEMPB,Segunda Parte,official,2025-05-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-04-segunda-parte,listed
Acta No 04 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta-no-04-de-2025-sempb-tercera-parte,2025,04,SEMPB,Tercera Parte,official,2025-06-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-04-tercera-parte,listed
Acta No 05 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta-no-05-2025-sempb-primera-parte,2025,05,SEMPB,Primera Parte,official,2025-06-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-05-primera-parte,listed
Acta No 05 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-no-05-2025-sempb-segunda-parte,2025,05,SEMPB,Segunda Parte,official,2025-07-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-05-segunda-parte,listed
Acta No 06 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/90750,2025,06,SEMPB,Primera Parte,official,2025-07-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-06-primera-parte,listed
Acta No 06 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-no-06-2025-sempb-segunda-parte,2025,06,SEMPB,Segunda Parte,official,2025-07-18,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-06-segunda-parte,listed
Acta No 06 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta-no-06-2025-sempb-tercera-parte,2025,06,SEMPB,Tercera Parte,official,2025-07-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-06-tercera-parte,listed
Acta No 06 de 2025 SEMPB Cuarta Parte,https://www.invima.gov.co/biblioteca/acta_no_06_de_2025_sempb__cuarta_partepdf-1,2025,06,SEMPB,Cuarta Parte,official,2025-07-31,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-06-cuarta-parte,listed
Acta No 07 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta_no_07_de_2025_sempb_primera_parte_1pdf,2025,07,SEMPB,Primera Parte,official,2025-07-18,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-07-primera-parte,listed
Acta No 07 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta_no_07_de_2025_sempb_segunda_partepdf-1,2025,07,SEMPB,Segunda Parte,official,2025-07-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-07-segunda-parte,listed
Acta No 07 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta_no_07_de_2025_sempb_tercera_partepdf,2025,07,SEMPB,Tercera Parte,official,2025-08-21,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-07-tercera-parte,listed
Acta No 07 de 2025 SEMPB Cuarta Parte,https://www.invima.gov.co/biblioteca/download/90752,2025,07,SEMPB,Cuarta Parte,official,2025-08-21,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-07-cuarta-parte,listed
Acta No 07 de 2025 SEMPB Quinta Parte,https://www.invima.gov.co/biblioteca/acta-no-07-2025-sempb-quinta-parte,2025,07,SEMPB,Quinta Parte,official,2025-08-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-07-quinta-parte,listed
Acta No 08 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta_no_08_de_2025_sempb_primera_partepdf-1,2025,08,SEMPB,Primera Parte,official,2025-08-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-08-primera-parte,listed
Acta No 08 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta_no_08_de_2025_sempb_segunda_partepdf,2025,08,SEMPB,Segunda Parte,official,2025-10-28,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-08-segunda-parte,listed
Acta No 08 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta-08-2025-sempb-tercera-parte,2025,08,SEMPB,Tercera Parte,official,2025-09-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-08-tercera-parte,listed
Acta No 09 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/90759,2025,09,SEMPB,Primera Parte,official,2025-09-12,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-09-primera-parte,listed
Acta No 09 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-no-09-2025-sempb-segunda-parte,2025,09,SEMPB,Segunda Parte,official,2025-09-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-09-segunda-parte,listed
Acta No 10 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._10_de_2025_sempb_primera_parte.pdf,2025,10,SEMPB,Primera Parte,official,2025-10-16,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-10-primera-parte,listed
Acta No 10 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._10_de_2025_sempb_segunda_parte.pdf,2025,10,SEMPB,Segunda Parte,official,2025-10-28,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-10-segunda-parte,listed
Acta No 10 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._10_de_2025_sempb_tercera_parte.pdf,2025,10,SEMPB,Tercera Parte,official,2025-10-31,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-10-tercera-parte,listed
Acta No 10 de 2025 SEMPB Cuarta Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._10_de_2025_sempb_cuarta_parte.pdf,2025,10,SEMPB,Cuarta Parte,official,2025-10-31,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-10-cuarta-parte,listed
Acta No 11 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/acta_no._11_de_2025_sempb_primera_parte.pdf,2025,11,SEMPB,Primera Parte,official,2025-11-19,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2025-sempb-11-primera-parte,listed
